货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S007-HYG-01,OPT-009,S007,生活卫生用品,否,3228.022893672483,,10800,0.0,8
S007-MED-01,OPT-009,S007,医疗物资,是,3228.022893672483,3600.0,3600,0.0,24
S011-MED-01,OPT-009,S011,医疗物资,是,2717.2122002018727,10800.0,10800,0.0,16
S007-WAT-01,OPT-010,S007,饮用水,是,2991.073699639558,3600.0,3600,0.0,12
S007-WAT-02,OPT-010,S007,饮用水,否,2991.073699639558,,3600,0.0,12
S001-WAT-06,OPT-011,S001,饮用水,否,3486.1268705976427,,3600,0.0,12
S001-WAT-07,OPT-011,S001,饮用水,否,3486.1268705976427,,3600,0.0,12
S001-WAT-08,OPT-011,S001,饮用水,否,3486.1268705976427,,3600,0.0,12
S009-FOD-01,OPT-011,S009,应急食品,否,3990.9180212528777,,14400,0.0,6
S009-WAT-01,OPT-011,S009,饮用水,是,3990.9180212528777,10800.0,10800,0.0,8
S011-WAT-01,OPT-011,S011,饮用水,是,4581.753225773593,10800.0,10800,0.0,8
S003-HYG-01,OPT-012,S003,生活卫生用品,否,4834.907032440201,,14400,0.0,6
S003-MED-01,OPT-012,S003,医疗物资,是,4834.907032440201,7200.0,7200,0.0,20
S003-WAT-01,OPT-012,S003,饮用水,是,4834.907032440201,7200.0,7200,0.0,10
S003-WAT-02,OPT-012,S003,饮用水,否,4834.907032440201,,7200,0.0,10
S003-WAT-03,OPT-012,S003,饮用水,否,4834.907032440201,,7200,0.0,10
S003-WAT-04,OPT-012,S003,饮用水,否,4834.907032440201,,7200,0.0,10
S002-FOD-01,OPT-013,S002,应急食品,否,4936.205074664058,,7200,0.0,10
S002-FOD-02,OPT-013,S002,应急食品,否,4936.205074664058,,7200,0.0,10
S009-MED-01,OPT-013,S009,医疗物资,是,4534.406749812704,10800.0,10800,0.0,16
S010-FOD-01,OPT-014,S010,应急食品,否,5144.200508043128,,7200,0.0,10
S013-FOD-01,OPT-014,S013,应急食品,否,4760.095468955951,,7200,0.0,10
S004-FOD-01,OPT-015,S004,应急食品,否,6473.140494436376,,10800,0.0,8
S004-HYG-01,OPT-015,S004,生活卫生用品,否,6473.140494436376,,14400,0.0,6
S004-MED-01,OPT-015,S004,医疗物资,是,6473.140494436376,7200.0,7200,0.0,20
S004-WAT-01,OPT-015,S004,饮用水,是,6473.140494436376,7200.0,7200,0.0,10
S004-WAT-02,OPT-015,S004,饮用水,否,6473.140494436376,,7200,0.0,10
S004-WAT-03,OPT-015,S004,饮用水,否,6473.140494436376,,7200,0.0,10
S008-FOD-01,OPT-016,S008,应急食品,否,6828.776607997488,,10800,0.0,8
S008-MED-01,OPT-016,S008,医疗物资,是,6828.776607997488,7200.0,7200,0.0,20
S008-WAT-01,OPT-016,S008,饮用水,是,6828.776607997488,7200.0,7200,0.0,10
S008-HYG-01,OPT-017,S008,生活卫生用品,否,6848.776607997488,,14400,0.0,6
S008-WAT-02,OPT-017,S008,饮用水,否,6848.776607997488,,7200,0.0,10
S001-FOD-01,OPT-018,S001,应急食品,否,6803.126870597643,,7200,0.0,10
S001-FOD-02,OPT-018,S001,应急食品,否,6803.126870597643,,7200,0.0,10
S001-FOD-03,OPT-018,S001,应急食品,否,6803.126870597643,,7200,0.0,10
S001-HYG-01,OPT-018,S001,生活卫生用品,否,6803.126870597643,,10800,0.0,8
S001-HYG-02,OPT-018,S001,生活卫生用品,否,6803.126870597643,,10800,0.0,8
S003-FOD-01,OPT-018,S003,应急食品,否,7822.975164123387,,10800,0.0,8
S003-FOD-02,OPT-018,S003,应急食品,否,7822.975164123387,,10800,0.0,8
S005-FOD-01,OPT-019,S005,应急食品,否,8569.0532860523,,14400,0.0,6
S005-HYG-01,OPT-019,S005,生活卫生用品,否,8569.0532860523,,18000,0.0,4
S005-MED-01,OPT-019,S005,医疗物资,是,8569.0532860523,10800.0,10800,0.0,16
S005-WAT-01,OPT-019,S005,饮用水,是,8569.0532860523,10800.0,10800,0.0,8
S005-WAT-02,OPT-019,S005,饮用水,否,8569.0532860523,,10800,0.0,8
S005-WAT-03,OPT-019,S005,饮用水,否,8569.0532860523,,10800,0.0,8
S011-FOD-01,OPT-020,S011,应急食品,否,9486.715826097055,,14400,0.0,6
S015-FOD-01,OPT-020,S015,应急食品,否,10141.52650006196,,14400,0.0,6
