货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S001-HYG-02,OPT-009,S001,生活卫生用品,否,2745.126870597655,,10800,0.0,8
S001-WAT-06,OPT-009,S001,饮用水,否,2745.126870597655,,3600,0.0,12
S010-FOD-01,OPT-010,S010,应急食品,否,2955.1792099198974,,7200,0.0,10
S010-MED-01,OPT-010,S010,医疗物资,是,2955.1792099198974,3600.0,3600,0.0,24
S010-WAT-01,OPT-010,S010,饮用水,是,2955.1792099198974,3600.0,3600,0.0,12
S005-MED-01,OPT-011,S005,医疗物资,是,3039.1306761688893,10800.0,10800,0.0,16
S009-MED-01,OPT-011,S009,医疗物资,是,3579.458713332689,10800.0,10800,0.0,16
S009-WAT-01,OPT-011,S009,饮用水,是,3579.458713332689,10800.0,10800,0.0,8
S013-FOD-01,OPT-012,S013,应急食品,否,2988.0954689559508,,7200,0.0,10
S013-MED-01,OPT-012,S013,医疗物资,是,2988.0954689559508,3600.0,3600,0.0,24
S013-WAT-01,OPT-012,S013,饮用水,是,2988.0954689559508,3600.0,3600,0.0,12
S006-FOD-01,OPT-013,S006,应急食品,否,3322.314215805039,,7200,0.0,10
S006-HYG-01,OPT-013,S006,生活卫生用品,否,3322.314215805039,,10800,0.0,8
S006-MED-01,OPT-013,S006,医疗物资,是,3322.314215805039,3600.0,3600,0.0,24
S006-WAT-01,OPT-013,S006,饮用水,是,3322.314215805039,3600.0,3600,0.0,12
S006-WAT-02,OPT-013,S006,饮用水,否,3322.314215805039,,3600,0.0,12
S006-WAT-03,OPT-013,S006,饮用水,否,3322.314215805039,,3600,0.0,12
S001-WAT-07,OPT-014,S001,饮用水,否,3303.6447492883285,,3600,0.0,12
S005-FOD-01,OPT-014,S005,应急食品,否,3821.036499511503,,14400,0.0,6
S008-HYG-01,OPT-015,S008,生活卫生用品,否,4272.085715746365,,14400,0.0,6
S008-MED-01,OPT-015,S008,医疗物资,是,4272.085715746365,7200.0,7200,0.0,20
S015-MED-01,OPT-015,S015,医疗物资,是,5021.563758846125,7200.0,7200,0.0,18
S007-HYG-01,OPT-016,S007,生活卫生用品,否,4423.0392288144,,10800,0.0,8
S003-HYG-01,OPT-016,S003,生活卫生用品,否,5026.4106870554715,,14400,0.0,6
S003-WAT-01,OPT-016,S003,饮用水,是,5026.4106870554715,7200.0,7200,0.0,10
S003-WAT-02,OPT-016,S003,饮用水,否,5026.4106870554715,,7200,0.0,10
S003-WAT-03,OPT-016,S003,饮用水,否,5026.4106870554715,,7200,0.0,10
S003-WAT-04,OPT-016,S003,饮用水,否,5026.4106870554715,,7200,0.0,10
S008-WAT-01,OPT-017,S008,饮用水,是,4697.776607997488,7200.0,7200,0.0,10
S008-WAT-02,OPT-017,S008,饮用水,否,4697.776607997488,,7200,0.0,10
S008-FOD-01,OPT-018,S008,应急食品,否,5019.085715746365,,10800,0.0,8
S005-WAT-03,OPT-018,S005,饮用水,否,5554.0286790509,,10800,0.0,8
S005-WAT-01,OPT-019,S005,饮用水,是,4829.664804606987,10800.0,10800,0.0,8
S005-WAT-02,OPT-019,S005,饮用水,否,4829.664804606987,,10800,0.0,8
S005-HYG-01,OPT-020,S005,生活卫生用品,否,5123.053286052299,,18000,0.0,4
S004-FOD-01,OPT-020,S004,应急食品,否,5794.7586172911215,,10800,0.0,8
S004-HYG-01,OPT-020,S004,生活卫生用品,否,5794.7586172911215,,14400,0.0,6
S004-WAT-01,OPT-020,S004,饮用水,是,5794.7586172911215,7200.0,7200,0.0,10
S004-WAT-02,OPT-020,S004,饮用水,否,5794.7586172911215,,7200,0.0,10
S004-WAT-03,OPT-020,S004,饮用水,否,5794.7586172911215,,7200,0.0,10
S003-FOD-01,OPT-021,S003,应急食品,否,5524.789669761653,,10800,0.0,8
S007-FOD-01,OPT-021,S007,应急食品,否,5981.725917408369,,7200,0.0,10
S015-FOD-01,OPT-022,S015,应急食品,否,5646.106823202135,,14400,0.0,6
S015-WAT-01,OPT-022,S015,饮用水,是,5646.106823202135,10800.0,10800,0.0,8
S011-FOD-01,OPT-023,S011,应急食品,否,6214.212200201873,,14400,0.0,6
S011-MED-01,OPT-023,S011,医疗物资,是,6214.212200201873,10800.0,10800,0.0,16
S011-WAT-01,OPT-023,S011,饮用水,是,6214.212200201873,10800.0,10800,0.0,8
