水体要素编号,多边形编号,环编号,点序号,名称,水体类型,OSM编号,经度,纬度
WS004,1,1,12,未记录,一般水体,387841471,109.1300191,22.8901427
WS004,1,1,13,未记录,一般水体,387841471,109.129355,22.8897301
WS004,1,1,14,未记录,一般水体,387841471,109.1292391,22.8897799
WS004,1,1,15,未记录,一般水体,387841471,109.1290847,22.8903989
WS004,1,1,16,未记录,一般水体,387841471,109.1290692,22.890655
WS004,1,1,17,未记录,一般水体,387841471,109.1289534,22.8912099
WS005,1,1,1,未记录,一般水体,387841473,109.1202664,22.8776283
WS005,1,1,2,未记录,一般水体,387841473,109.1203308,22.8776283
WS005,1,1,3,未记录,一般水体,387841473,109.120363,22.8775591
WS005,1,1,4,未记录,一般水体,387841473,109.1202772,22.87748
WS005,1,1,5,未记录,一般水体,387841473,109.1202557,22.8772428
WS005,1,1,6,未记录,一般水体,387841473,109.1202128,22.877223
WS005,1,1,7,未记录,一般水体,387841473,109.1201806,22.8771538
WS005,1,1,8,未记录,一般水体,387841473,109.1199875,22.8771933
WS005,1,1,9,未记录,一般水体,387841473,109.1196227,22.877134
WS005,1,1,10,未记录,一般水体,387841473,109.1193223,22.877134
WS005,1,1,11,未记录,一般水体,387841473,109.1187,22.8770154
WS005,1,1,12,未记录,一般水体,387841473,109.1186357,22.8769759
WS005,1,1,13,未记录,一般水体,387841473,109.1186464,22.8768276
WS005,1,1,14,未记录,一般水体,387841473,109.1186249,22.8768078
WS005,1,1,15,未记录,一般水体,387841473,109.1186893,22.8766892
WS005,1,1,16,未记录,一般水体,387841473,109.1186464,22.8766497
WS005,1,1,17,未记录,一般水体,387841473,109.1186464,22.8765706
WS005,1,1,18,未记录,一般水体,387841473,109.1185284,22.8765805
WS005,1,1,19,未记录,一般水体,387841473,109.1185069,22.8765014
WS005,1,1,20,未记录,一般水体,387841473,109.1183352,22.8764025
WS005,1,1,21,未记录,一般水体,387841473,109.1179276,22.8760269
WS005,1,1,22,未记录,一般水体,387841473,109.1177988,22.8759874
WS005,1,1,23,未记录,一般水体,387841473,109.1176271,22.8758292
WS005,1,1,24,未记录,一般水体,387841473,109.1175628,22.8758094
WS005,1,1,25,未记录,一般水体,387841473,109.1174018,22.8756216
WS005,1,1,26,未记录,一般水体,387841473,109.1174448,22.8755623
WS005,1,1,27,未记录,一般水体,387841473,109.1173697,22.8755129
WS005,1,1,28,未记录,一般水体,387841473,109.1171765,22.8756117
WS005,1,1,29,未记录,一般水体,387841473,109.1171122,22.875592
WS005,1,1,30,未记录,一般水体,387841473,109.1170478,22.8756513
WS005,1,1,31,未记录,一般水体,387841473,109.1168761,22.8756117
WS005,1,1,32,未记录,一般水体,387841473,109.1167474,22.8757699
WS005,1,1,33,未记录,一般水体,387841473,109.1165328,22.8758688
WS005,1,1,34,未记录,一般水体,387841473,109.1162968,22.8760862
WS005,1,1,35,未记录,一般水体,387841473,109.1160822,22.8762048
WS005,1,1,36,未记录,一般水体,387841473,109.1158676,22.8762048
WS005,1,1,37,未记录,一般水体,387841473,109.115653,22.8761653
WS005,1,1,38,未记录,一般水体,387841473,109.1156209,22.8761357
WS005,1,1,39,未记录,一般水体,387841473,109.1156209,22.876017
WS005,1,1,40,未记录,一般水体,387841473,109.1155458,22.8759478
WS005,1,1,41,未记录,一般水体,387841473,109.115417,22.8759478
WS005,1,1,42,未记录,一般水体,387841473,109.1153419,22.8758984
WS005,1,1,43,未记录,一般水体,387841473,109.1153097,22.8758292
WS005,1,1,44,未记录,一般水体,387841473,109.1152024,22.8758094
WS005,1,1,45,未记录,一般水体,387841473,109.1151702,22.8758786
WS005,1,1,46,未记录,一般水体,387841473,109.1150951,22.8759281
WS005,1,1,47,未记录,一般水体,387841473,109.1148162,22.8759281
WS005,1,1,48,未记录,一般水体,387841473,109.114666,22.8760071
WS005,1,1,49,未记录,一般水体,387841473,109.11443,22.8760071
WS005,1,1,50,未记录,一般水体,387841473,109.1143227,22.8759281
WS005,1,1,51,未记录,一般水体,387841473,109.1141725,22.8759083
WS005,1,1,52,未记录,一般水体,387841473,109.1141617,22.8758391
WS005,1,1,53,未记录,一般水体,387841473,109.1140866,22.8758094
WS005,1,1,54,未记录,一般水体,387841473,109.1140437,22.875849
WS005,1,1,55,未记录,一般水体,387841473,109.1139364,22.8758688
WS005,1,1,56,未记录,一般水体,387841473,109.1132927,22.875849
WS005,1,1,57,未记录,一般水体,387841473,109.1129065,22.8761851
WS005,1,1,58,未记录,一般水体,387841473,109.1127777,22.8762048
WS005,1,1,59,未记录,一般水体,387841473,109.1125202,22.8763432
WS005,1,1,60,未记录,一般水体,387841473,109.1124558,22.8762246
WS005,1,1,61,未记录,一般水体,387841473,109.1123056,22.8762048
WS005,1,1,62,未记录,一般水体,387841473,109.1121554,22.8762642
WS005,1,1,63,未记录,一般水体,387841473,109.1121125,22.8763432
WS005,1,1,64,未记录,一般水体,387841473,109.1120052,22.876363
WS005,1,1,65,未记录,一般水体,387841473,109.1115654,22.8768078
WS005,1,1,66,未记录,一般水体,387841473,109.1113508,22.8770846
WS005,1,1,67,未记录,一般水体,387841473,109.1112864,22.8771241
WS005,1,1,68,未记录,一般水体,387841473,109.1112649,22.8771835
WS005,1,1,69,未记录,一般水体,387841473,109.1113293,22.8772428
WS005,1,1,70,未记录,一般水体,387841473,109.1113079,22.8772823
WS005,1,1,71,未记录,一般水体,387841473,109.1113508,22.8773614
WS005,1,1,72,未记录,一般水体,387841473,109.1113508,22.8774405
WS005,1,1,73,未记录,一般水体,387841473,109.1112328,22.8774503
WS005,1,1,74,未记录,一般水体,387841473,109.1112006,22.8774998
WS005,1,1,75,未记录,一般水体,387841473,109.1112435,22.8775393
WS005,1,1,76,未记录,一般水体,387841473,109.1112006,22.8776975
WS005,1,1,77,未记录,一般水体,387841473,109.1112757,22.8777667
WS005,1,1,78,未记录,一般水体,387841473,109.1115117,22.8777271
WS005,1,1,79,未记录,一般水体,387841473,109.1117907,22.8777469
WS005,1,1,80,未记录,一般水体,387841473,109.1118336,22.8777074
WS005,1,1,81,未记录,一般水体,387841473,109.1118979,22.8777074
WS005,1,1,82,未记录,一般水体,387841473,109.1120481,22.8777469
WS005,1,1,83,未记录,一般水体,387841473,109.1121769,22.8778457
WS005,1,1,84,未记录,一般水体,387841473,109.1121984,22.877826
WS005,1,1,85,未记录,一般水体,387841473,109.1122305,22.8778556
WS005,1,1,86,未记录,一般水体,387841473,109.112252,22.8782313
WS005,1,1,87,未记录,一般水体,387841473,109.1120374,22.878429
WS005,1,1,88,未记录,一般水体,387841473,109.1119945,22.8785476
WS005,1,1,89,未记录,一般水体,387841473,109.1118443,22.8787453
WS005,1,1,90,未记录,一般水体,387841473,109.1118443,22.8788046
WS005,1,1,91,未记录,一般水体,387841473,109.1117585,22.8789034
WS005,1,1,92,未记录,一般水体,387841473,109.111737,22.8791407
WS005,1,1,93,未记录,一般水体,387841473,109.1117799,22.8792593
WS005,1,1,94,未记录,一般水体,387841473,109.1117799,22.8793779
WS005,1,1,95,未记录,一般水体,387841473,109.111855,22.8794669
WS005,1,1,96,未记录,一般水体,387841473,109.1120267,22.8795064
WS005,1,1,97,未记录,一般水体,387841473,109.1121554,22.8795855
WS005,1,1,98,未记录,一般水体,387841473,109.1122198,22.8795855
WS005,1,1,99,未记录,一般水体,387841473,109.1122413,22.8795459
WS005,1,1,100,未记录,一般水体,387841473,109.1123056,22.8795657
WS005,1,1,101,未记录,一般水体,387841473,109.1123593,22.879457
WS005,1,1,102,未记录,一般水体,387841473,109.112488,22.8793581
WS005,1,1,103,未记录,一般水体,387841473,109.112488,22.8793186
WS005,1,1,104,未记录,一般水体,387841473,109.1125524,22.8792593
WS005,1,1,105,未记录,一般水体,387841473,109.1125095,22.8791604
WS005,1,1,106,未记录,一般水体,387841473,109.1124237,22.8790813
WS005,1,1,107,未记录,一般水体,387841473,109.1124773,22.8790715
WS005,1,1,108,未记录,一般水体,387841473,109.1125846,22.8791308
WS005,1,1,109,未记录,一般水体,387841473,109.112649,22.8791308
WS005,1,1,110,未记录,一般水体,387841473,109.1129279,22.8788342
WS005,1,1,111,未记录,一般水体,387841473,109.1130137,22.8788342
WS005,1,1,112,未记录,一般水体,387841473,109.113121,22.8787749
WS005,1,1,113,未记录,一般水体,387841473,109.1133785,22.8787749
WS005,1,1,114,未记录,一般水体,387841473,109.1135931,22.878854
WS005,1,1,115,未记录,一般水体,387841473,109.1137433,22.8789924
WS005,1,1,116,未记录,一般水体,387841473,109.1138291,22.8789726
WS005,1,1,117,未记录,一般水体,387841473,109.1138935,22.8789133
WS005,1,1,118,未记录,一般水体,387841473,109.1141617,22.8787848
WS005,1,1,119,未记录,一般水体,387841473,109.1141617,22.8786464
WS005,1,1,120,未记录,一般水体,387841473,109.1137969,22.8783301
WS005,1,1,121,未记录,一般水体,387841473,109.1136789,22.8781818
WS005,1,1,122,未记录,一般水体,387841473,109.1135716,22.8781818
WS005,1,1,123,未记录,一般水体,387841473,109.1134858,22.8782411
WS005,1,1,124,未记录,一般水体,387841473,109.1134,22.8782411
WS005,1,1,125,未记录,一般水体,387841473,109.1133034,22.8781126
WS005,1,1,126,未记录,一般水体,387841473,109.1130674,22.8778952
WS005,1,1,127,未记录,一般水体,387841473,109.1130459,22.8777766
WS005,1,1,128,未记录,一般水体,387841473,109.1129386,22.8776382
WS005,1,1,129,未记录,一般水体,387841473,109.1129386,22.8775195
WS005,1,1,130,未记录,一般水体,387841473,109.1128957,22.8774207
WS005,1,1,131,未记录,一般水体,387841473,109.1128957,22.8772428
WS005,1,1,132,未记录,一般水体,387841473,109.1129494,22.8771933
WS005,1,1,133,未记录,一般水体,387841473,109.1130352,22.8771736
WS005,1,1,134,未记录,一般水体,387841473,109.1132712,22.8771538
WS005,1,1,135,未记录,一般水体,387841473,109.1134858,22.8771736
WS005,1,1,136,未记录,一般水体,387841473,109.1135716,22.8771933
WS005,1,1,137,未记录,一般水体,387841473,109.113636,22.8772527
WS005,1,1,138,未记录,一般水体,387841473,109.1137433,22.8772724
WS005,1,1,139,未记录,一般水体,387841473,109.113915,22.8772724
WS005,1,1,140,未记录,一般水体,387841473,109.1140437,22.8772131
WS005,1,1,141,未记录,一般水体,387841473,109.114151,22.8772131
WS005,1,1,142,未记录,一般水体,387841473,109.1141939,22.8771736
WS005,1,1,143,未记录,一般水体,387841473,109.1145802,22.8772329
WS005,1,1,144,未记录,一般水体,387841473,109.1147733,22.8773713
WS005,1,1,145,未记录,一般水体,387841473,109.1149235,22.8774108
WS005,1,1,146,未记录,一般水体,387841473,109.1151488,22.8775591
WS005,1,1,147,未记录,一般水体,387841473,109.1151702,22.8775986
WS005,1,1,148,未记录,一般水体,387841473,109.1151488,22.8776579
WS005,1,1,149,未记录,一般水体,387841473,109.11502,22.8777963
WS005,1,1,150,未记录,一般水体,387841473,109.1148698,22.8778556
WS005,1,1,151,未记录,一般水体,387841473,109.1148698,22.8779545
WS005,1,1,152,未记录,一般水体,387841473,109.1149127,22.8780138
WS005,1,1,153,未记录,一般水体,387841473,109.1148913,22.8781719
WS005,1,1,154,未记录,一般水体,387841473,109.1150093,22.8782214
WS005,1,1,155,未记录,一般水体,387841473,109.1151166,22.8783202
WS005,1,1,156,未记录,一般水体,387841473,109.1151917,22.8783301
WS005,1,1,157,未记录,一般水体,387841473,109.1151702,22.878429
WS005,1,1,158,未记录,一般水体,387841473,109.1154814,22.8787156
WS005,1,1,159,未记录,一般水体,387841473,109.1158462,22.8785575
WS005,1,1,160,未记录,一般水体,387841473,109.1160071,22.8784092
WS005,1,1,161,未记录,一般水体,387841473,109.1160071,22.8783301
WS005,1,1,162,未记录,一般水体,387841473,109.1161895,22.8782609
WS005,1,1,163,未记录,一般水体,387841473,109.1162109,22.8782016
WS005,1,1,164,未记录,一般水体,387841473,109.1163611,22.8782214
WS005,1,1,165,未记录,一般水体,387841473,109.1164041,22.8782016
WS005,1,1,166,未记录,一般水体,387841473,109.116447,22.8782411
WS005,1,1,167,未记录,一般水体,387841473,109.1165972,22.8782609
WS005,1,1,168,未记录,一般水体,387841473,109.1166937,22.8783499
WS005,1,1,169,未记录,一般水体,387841473,109.1167581,22.8784487
WS005,1,1,170,未记录,一般水体,387841473,109.1167152,22.8785278
WS005,1,1,171,未记录,一般水体,387841473,109.1167367,22.8786266
WS005,1,1,172,未记录,一般水体,387841473,109.1168547,22.8787551
WS005,1,1,173,未记录,一般水体,387841473,109.1170263,22.8787749
WS005,1,1,174,未记录,一般水体,387841473,109.1171122,22.8788342
WS005,1,1,175,未记录,一般水体,387841473,109.117198,22.8788342
WS005,1,1,176,未记录,一般水体,387841473,109.1172409,22.8789133
WS005,1,1,177,未记录,一般水体,387841473,109.1173053,22.8788935
WS005,1,1,178,未记录,一般水体,387841473,109.117316,22.878943
WS005,1,1,179,未记录,一般水体,387841473,109.1174126,22.8790319
WS005,1,1,180,未记录,一般水体,387841473,109.1174769,22.8790517
WS005,1,1,181,未记录,一般水体,387841473,109.1176057,22.8789528
WS005,1,1,182,未记录,一般水体,387841473,109.1176915,22.8789924
WS005,1,1,183,未记录,一般水体,387841473,109.1178203,22.8789924
WS005,1,1,184,未记录,一般水体,387841473,109.1179168,22.8789232
WS005,1,1,185,未记录,一般水体,387841473,109.1179168,22.8788639
WS005,1,1,186,未记录,一般水体,387841473,109.117949,22.8788342
WS005,1,1,187,未记录,一般水体,387841473,109.1180563,22.8788342
WS005,1,1,188,未记录,一般水体,387841473,109.1180992,22.8787947
WS005,1,1,189,未记录,一般水体,387841473,109.1183782,22.8788145
WS005,1,1,190,未记录,一般水体,387841473,109.1185284,22.8787947
WS005,1,1,191,未记录,一般水体,387841473,109.1186786,22.8788342
WS005,1,1,192,未记录,一般水体,387841473,109.1188073,22.8787354
WS005,1,1,193,未记录,一般水体,387841473,109.1189146,22.8787156
WS005,1,1,194,未记录,一般水体,387841473,109.1192043,22.8784487
WS005,1,1,195,未记录,一般水体,387841473,109.1192043,22.8783894
WS005,1,1,196,未记录,一般水体,387841473,109.1193438,22.8782214
WS005,1,1,197,未记录,一般水体,387841473,109.1197944,22.8780039
WS005,1,1,198,未记录,一般水体,387841473,109.1199017,22.8778853
WS005,1,1,199,未记录,一般水体,387841473,109.1200089,22.8778062
WS005,1,1,200,未记录,一般水体,387841473,109.1200304,22.877826
WS005,1,1,201,未记录,一般水体,387841473,109.1202664,22.8776283
WS006,1,1,1,未记录,一般水体,387841477,109.0870983,22.9767955
WS006,1,1,2,未记录,一般水体,387841477,109.0865574,22.9770516
WS006,1,1,3,未记录,一般水体,387841477,109.0858078,22.9770943
WS006,1,1,4,未记录,一般水体,387841477,109.0857306,22.9773148
WS006,1,1,5,未记录,一般水体,387841477,109.0857847,22.9775923
WS006,1,1,6,未记录,一般水体,387841477,109.0859392,22.9777701
WS006,1,1,7,未记录,一般水体,387841477,109.0860937,22.9777915
WS006,1,1,8,未记录,一般水体,387841477,109.0860319,22.9775567
WS006,1,1,9,未记录,一般水体,387841477,109.0861092,22.9774216
WS006,1,1,10,未记录,一般水体,387841477,109.0861865,22.9776279
WS006,1,1,11,未记录,一般水体,387841477,109.086426,22.9778199
WS006,1,1,12,未记录,一般水体,387841477,109.0865265,22.9779124
WS006,1,1,13,未记录,一般水体,387841477,109.0867119,22.9779124
WS006,1,1,14,未记录,一般水体,387841477,109.0867969,22.9777773
WS006,1,1,15,未记录,一般水体,387841477,109.0867969,22.9776777
WS006,1,1,16,未记录,一般水体,387841477,109.0869205,22.9776207
WS006,1,1,17,未记录,一般水体,387841477,109.0869669,22.9774998
WS006,1,1,18,未记录,一般水体,387841477,109.0873687,22.9774287
WS006,1,1,19,未记录,一般水体,387841477,109.0874692,22.9773575
WS006,1,1,20,未记录,一般水体,387841477,109.0874074,22.9772224
WS006,1,1,21,未记录,一般水体,387841477,109.0874846,22.9771726
WS006,1,1,22,未记录,一般水体,387841477,109.0874846,22.9770801
WS006,1,1,23,未记录,一般水体,387841477,109.0873301,22.9768524
WS006,1,1,24,未记录,一般水体,387841477,109.0870983,22.9767955
WS007,1,1,1,未记录,一般水体,387841480,109.0812477,22.9657626
WS007,1,1,2,未记录,一般水体,387841480,109.0806604,22.9656345
WS007,1,1,3,未记录,一般水体,387841480,109.0801812,22.9654281
WS007,1,1,4,未记录,一般水体,387841480,109.0799648,22.9657483
WS007,1,1,5,未记录,一般水体,387841480,109.0795939,22.9658337
WS007,1,1,6,未记录,一般水体,387841480,109.0795398,22.9659191
WS007,1,1,7,未记录,一般水体,387841480,109.0792229,22.9658195
WS007,1,1,8,未记录,一般水体,387841480,109.0789911,22.9658195
WS007,1,1,9,未记录,一般水体,387841480,109.0786896,22.965976
WS007,1,1,10,未记录,一般水体,387841480,109.0785273,22.9663318
WS007,1,1,11,未记录,一般水体,387841480,109.0783805,22.9663318
WS007,1,1,12,未记录,一般水体,387841480,109.0782878,22.9664386
WS007,1,1,13,未记录,一般水体,387841480,109.0783419,22.966652
WS007,1,1,14,未记录,一般水体,387841480,109.0782105,22.9667872
WS007,1,1,15,未记录,一般水体,387841480,109.0782337,22.966894
WS007,1,1,16,未记录,一般水体,387841480,109.0780327,22.9670576
WS007,1,1,17,未记录,一般水体,387841480,109.0780482,22.9671359
WS007,1,1,18,未记录,一般水体,387841480,109.0779632,22.9673565
WS007,1,1,19,未记录,一般水体,387841480,109.0780173,22.9675771
WS007,1,1,20,未记录,一般水体,387841480,109.0782337,22.967698
WS007,1,1,21,未记录,一般水体,387841480,109.0784655,22.9676909
WS007,1,1,22,未记录,一般水体,387841480,109.0789524,22.967883
WS007,1,1,23,未记录,一般水体,387841480,109.0791765,22.9680254
WS007,1,1,24,未记录,一般水体,387841480,109.0793852,22.9680111
WS007,1,1,25,未记录,一般水体,387841480,109.0794238,22.9677834
WS007,1,1,26,未记录,一般水体,387841480,109.0793234,22.9675842
WS007,1,1,27,未记录,一般水体,387841480,109.0790683,22.9676055
WS007,1,1,28,未记录,一般水体,387841480,109.0784887,22.9672142
WS007,1,1,29,未记录,一般水体,387841480,109.0785119,22.9669936
WS007,1,1,30,未记录,一般水体,387841480,109.0786974,22.9666378
WS007,1,1,31,未记录,一般水体,387841480,109.0787824,22.9663959
WS007,1,1,32,未记录,一般水体,387841480,109.0789756,22.9663532
WS007,1,1,33,未记录,一般水体,387841480,109.0790992,22.9662393
WS007,1,1,34,未记录,一般水体,387841480,109.079733,22.9664955
WS007,1,1,35,未记录,一般水体,387841480,109.0800808,22.9664314
WS007,1,1,36,未记录,一般水体,387841480,109.0803512,22.9666164
WS007,1,1,37,未记录,一般水体,387841480,109.0806527,22.9667018
WS007,1,1,38,未记录,一般水体,387841480,109.0807531,22.9665738
WS007,1,1,39,未记录,一般水体,387841480,109.0807995,22.9662607
WS007,1,1,40,未记录,一般水体,387841480,109.0809077,22.9660116
WS007,1,1,41,未记录,一般水体,387841480,109.0812477,22.9657626
WS008,1,1,1,未记录,一般水体,387841482,109.1152359,22.9345911
WS008,1,1,2,未记录,一般水体,387841482,109.1152282,22.9359644
WS008,1,1,3,未记录,一般水体,387841482,109.1167348,22.9360569
WS008,1,1,4,未记录,一般水体,387841482,109.1172679,22.9362419
WS008,1,1,5,未记录,一般水体,387841482,109.1175614,22.9361067
WS008,1,1,6,未记录,一般水体,387841482,109.1180714,22.9362205
WS008,1,1,7,未记录,一般水体,387841482,109.118365,22.9360996
WS008,1,1,8,未记录,一般水体,387841482,109.1191298,22.9360996
WS008,1,1,9,未记录,一般水体,387841482,109.1195471,22.9359857
WS008,1,1,10,未记录,一般水体,387841482,109.1198484,22.9360925
WS008,1,1,11,未记录,一般水体,387841482,109.1199874,22.9359715
WS008,1,1,12,未记录,一般水体,387841482,109.1206442,22.9360284
WS008,1,1,13,未记录,一般水体,387841482,109.1211695,22.936128
WS008,1,1,14,未记录,一般水体,387841482,109.1213859,22.9360925
WS008,1,1,15,未记录,一般水体,387841482,109.122143,22.9364625
WS008,1,1,16,未记录,一般水体,387841482,109.1223285,22.9363913
WS008,1,1,17,未记录,一般水体,387841482,109.1224984,22.9364482
WS008,1,1,18,未记录,一般水体,387841482,109.1223439,22.9367186
WS008,1,1,19,未记录,一般水体,387841482,109.1227302,22.93674
WS008,1,1,20,未记录,一般水体,387841482,109.1227843,22.9364553
WS008,1,1,21,未记录,一般水体,387841482,109.1230547,22.9364055
WS008,1,1,22,未记录,一般水体,387841482,109.1231938,22.9363059
WS008,1,1,23,未记录,一般水体,387841482,109.1233406,22.9363842
WS008,1,1,24,未记录,一般水体,387841482,109.1232633,22.936
WS008,1,1,25,未记录,一般水体,387841482,109.1231242,22.9359146
WS008,1,1,26,未记录,一般水体,387841482,109.1230393,22.9357225
WS008,1,1,27,未记录,一般水体,387841482,109.1227688,22.9355659
WS008,1,1,28,未记录,一般水体,387841482,109.122398,22.9353382
WS008,1,1,29,未记录,一般水体,387841482,109.1217567,22.9351817
WS008,1,1,30,未记录,一般水体,387841482,109.121185,22.93526
WS008,1,1,31,未记录,一般水体,387841482,109.1206287,22.9349682
WS008,1,1,32,未记录,一般水体,387841482,109.1202888,22.9349896
WS008,1,1,33,未记录,一般水体,387841482,109.1200029,22.9351959
WS008,1,1,34,未记录,一般水体,387841482,109.1198175,22.9355802
WS008,1,1,35,未记录,一般水体,387841482,109.119632,22.9355802
WS008,1,1,36,未记录,一般水体,387841482,109.1191067,22.9352671
WS008,1,1,37,未记录,一般水体,387841482,109.1187049,22.9353311
WS008,1,1,38,未记录,一般水体,387841482,109.1185272,22.9352671
WS008,1,1,39,未记录,一般水体,387841482,109.1180636,22.9350181
WS008,1,1,40,未记录,一般水体,387841482,109.1176155,22.9348971
WS008,1,1,41,未记录,一般水体,387841482,109.1174687,22.9345769
WS008,1,1,42,未记录,一般水体,387841482,109.1169743,22.9344204
WS008,1,1,43,未记录,一般水体,387841482,109.1168197,22.9343136
WS008,1,1,44,未记录,一般水体,387841482,109.1166575,22.9343065
WS008,1,1,45,未记录,一般水体,387841482,109.1165802,22.934214
WS008,1,1,46,未记录,一般水体,387841482,109.116333,22.9341998
WS008,1,1,47,未记录,一般水体,387841482,109.1162712,22.9343279
WS008,1,1,48,未记录,一般水体,387841482,109.116248,22.9345627
WS008,1,1,49,未记录,一般水体,387841482,109.1158308,22.9343563
WS008,1,1,50,未记录,一般水体,387841482,109.1152359,22.9345911
WS009,1,1,1,未记录,一般水体,387841486,109.1174997,22.9245863
WS009,1,1,2,未记录,一般水体,387841486,109.1180559,22.9242518
WS009,1,1,3,未记录,一般水体,387841486,109.1185427,22.9236826
WS009,1,1,4,未记录,一般水体,387841486,109.1186972,22.9230563
WS009,1,1,5,未记录,一般水体,387841486,109.1189213,22.9228002
WS009,1,1,6,未记录,一般水体,387841486,109.1196012,22.9225013
WS009,1,1,7,未记录,一般水体,387841486,109.120057,22.9221028
WS009,1,1,8,未记录,一般水体,387841486,109.1202115,22.921868
WS009,1,1,9,未记录,一般水体,387841486,109.120482,22.9219107
WS009,1,1,10,未记录,一般水体,387841486,109.1208837,22.9221668
WS009,1,1,11,未记录,一般水体,387841486,109.1210073,22.9220174
WS009,1,1,12,未记录,一般水体,387841486,109.1207833,22.9217968
WS009,1,1,13,未记录,一般水体,387841486,109.1205592,22.9213627
