货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S011-WAT-01,P007527-1,S011,饮用水,是,8548.373032900603,10800.0,10800,0.0,8
S015-FOD-01,P007527-1,S015,应急食品,否,9130.651931556262,,14400,0.0,6
S008-HYG-01,P006882-1,S008,生活卫生用品,否,10376.871387498206,,14400,0.0,6
S009-WAT-01,P006882-1,S009,饮用水,是,9761.98464108843,10800.0,10800,0.0,8
S005-MED-01,P002794-1,S005,医疗物资,是,10785.112752179368,10800.0,10800,0.0,16
S005-WAT-01,P002794-1,S005,饮用水,是,10785.112752179368,10800.0,10800,0.0,8
S003-FOD-01,P002751-1,S003,应急食品,否,12338.831004905296,,10800,1538.8310049052961,8
S003-WAT-02,P002751-1,S003,饮用水,否,12338.831004905296,,7200,5138.831004905296,10
S008-FOD-01,P002841-1,S008,应急食品,否,12562.184764290963,,10800,1762.1847642909634,8
S008-WAT-02,P002841-1,S008,饮用水,否,12562.184764290963,,7200,5362.184764290963,10
S002-FOD-01,P002731-1,S002,应急食品,否,14233.960299090462,,7200,7033.960299090462,10
S002-WAT-02,P002731-1,S002,饮用水,否,14233.960299090462,,3600,10633.960299090462,12
S002-FOD-02,P002731-2,S002,应急食品,否,14397.947657064016,,7200,7197.947657064016,10
S002-WAT-03,P002731-2,S002,饮用水,否,14397.947657064016,,3600,10797.947657064016,12
S007-FOD-01,P002826-1,S007,应急食品,否,15955.712585458718,,7200,8755.712585458718,10
S007-HYG-01,P002826-1,S007,生活卫生用品,否,15955.712585458718,,10800,5155.7125854587175,8
S006-HYG-01,P002804-1,S006,生活卫生用品,否,16020.55400762382,,10800,5220.554007623819,8
S006-WAT-02,P002804-1,S006,饮用水,否,16020.55400762382,,3600,12420.55400762382,12
S005-HYG-01,P002786-1,S005,生活卫生用品,否,17668.524225584486,,18000,0.0,4
S005-WAT-02,P002786-1,S005,饮用水,否,17668.524225584486,,10800,6868.524225584486,8
S001-HYG-01,P002706-1,S001,生活卫生用品,否,17648.377547864126,,10800,6848.3775478641255,8
S001-HYG-02,P002706-1,S001,生活卫生用品,否,17648.377547864126,,10800,6848.3775478641255,8
S005-FOD-01,P002789-1,S005,应急食品,否,18983.326454717517,,14400,4583.326454717517,6
S005-WAT-03,P002789-1,S005,饮用水,否,18983.326454717517,,10800,8183.326454717517,8
S004-FOD-01,P002771-1,S004,应急食品,否,19390.78633025122,,10800,8590.78633025122,8
S004-WAT-03,P002771-1,S004,饮用水,否,19390.78633025122,,7200,12190.78633025122,10
S004-HYG-01,P002768-1,S004,生活卫生用品,否,20705.58855938425,,14400,6305.58855938425,6
S004-WAT-02,P002768-1,S004,饮用水,否,20705.58855938425,,7200,13505.58855938425,10
S003-FOD-02,P002751-2,S003,应急食品,否,21361.239973053904,,10800,10561.239973053904,8
S003-WAT-03,P002751-2,S003,饮用水,否,21361.239973053904,,7200,14161.239973053904,10
