货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S003-HYG-01,R000543,S003,生活卫生用品,否,5319.362784984873,,14400,0.0,6
S003-MED-01,R000543,S003,医疗物资,是,5319.362784984873,7200.0,7200,0.0,20
S003-WAT-01,R000543,S003,饮用水,是,5319.362784984873,7200.0,7200,0.0,10
S003-WAT-02,R000543,S003,饮用水,否,5319.362784984873,,7200,0.0,10
S003-WAT-03,R000543,S003,饮用水,否,5319.362784984873,,7200,0.0,10
S003-WAT-04,R000543,S003,饮用水,否,5319.362784984873,,7200,0.0,10
S004-FOD-01,R000575,S004,应急食品,否,5352.993895718434,,10800,0.0,8
S004-HYG-01,R000575,S004,生活卫生用品,否,5352.993895718434,,14400,0.0,6
S004-MED-01,R000575,S004,医疗物资,是,5352.993895718434,7200.0,7200,0.0,20
S004-WAT-01,R000575,S004,饮用水,是,5352.993895718434,7200.0,7200,0.0,10
S004-WAT-02,R000575,S004,饮用水,否,5352.993895718434,,7200,0.0,10
S004-WAT-03,R000575,S004,饮用水,否,5352.993895718434,,7200,0.0,10
S009-FOD-01,R000223,S009,应急食品,否,5198.080127829056,,14400,0.0,6
S009-WAT-01,R000223,S009,饮用水,是,5198.080127829056,10800.0,10800,0.0,8
S015-FOD-01,R000269,S015,应急食品,否,6697.7137561874,,14400,0.0,6
S015-MED-01,R000269,S015,医疗物资,是,6697.7137561874,7200.0,7200,0.0,18
S015-WAT-01,R000269,S015,饮用水,是,6697.7137561874,10800.0,10800,0.0,8
S001-FOD-01,R029122,S001,应急食品,否,8352.356478905898,,7200,1152.3564789058983,10
S001-FOD-02,R029122,S001,应急食品,否,8352.356478905898,,7200,1152.3564789058983,10
S001-FOD-03,R029122,S001,应急食品,否,8352.356478905898,,7200,1152.3564789058983,10
S001-HYG-01,R029122,S001,生活卫生用品,否,8352.356478905898,,10800,0.0,8
S001-HYG-02,R029122,S001,生活卫生用品,否,8352.356478905898,,10800,0.0,8
S007-FOD-01,R029122,S007,应急食品,否,7482.801312294959,,7200,282.80131229495873,10
S007-HYG-01,R029122,S007,生活卫生用品,否,7482.801312294959,,10800,0.0,8
S005-FOD-01,R000606,S005,应急食品,否,7563.379946668895,,14400,0.0,6
S005-HYG-01,R000606,S005,生活卫生用品,否,7563.379946668895,,18000,0.0,4
S005-MED-01,R000606,S005,医疗物资,是,7563.379946668895,10800.0,10800,0.0,16
S005-WAT-01,R000606,S005,饮用水,是,7563.379946668895,10800.0,10800,0.0,8
S005-WAT-02,R000606,S005,饮用水,否,7563.379946668895,,10800,0.0,8
S005-WAT-03,R000606,S005,饮用水,否,7563.379946668895,,10800,0.0,8
S010-FOD-01,R000228,S010,应急食品,否,6894.2202365728135,,7200,0.0,10
S011-FOD-01,R000241,S011,应急食品,否,8216.72197240539,,14400,0.0,6
S011-MED-01,R000241,S011,医疗物资,是,8216.72197240539,10800.0,10800,0.0,16
S011-WAT-01,R000241,S011,饮用水,是,8216.72197240539,10800.0,10800,0.0,8
