货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S005-FOD-01,P007781-1,S005,应急食品,否,6761.395337054929,,14400,0.0,6
S005-WAT-01,P007781-1,S005,饮用水,是,6761.395337054929,10800.0,10800,0.0,8
S005-WAT-02,P007781-1,S005,饮用水,否,6761.395337054929,,10800,0.0,8
S005-WAT-03,P007781-1,S005,饮用水,否,6761.395337054929,,10800,0.0,8
S005-HYG-01,P000067-1,S005,生活卫生用品,否,6793.319586789766,,18000,0.0,4
S005-MED-01,P000067-1,S005,医疗物资,是,6793.319586789766,10800.0,10800,0.0,16
S009-FOD-01,P002853-1,S009,应急食品,否,6814.587922510365,,14400,0.0,6
S009-WAT-01,P002853-1,S009,饮用水,是,6814.587922510365,10800.0,10800,0.0,8
S011-FOD-01,P000116-1,S011,应急食品,否,6963.594402055374,,14400,0.0,6
S011-WAT-01,P000116-1,S011,饮用水,是,6963.594402055374,10800.0,10800,0.0,8
