货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S001-WAT-08,R071595,S001,饮用水,否,3401.5528625895836,,3600,0.0,12
S004-FOD-01,R000575,S004,应急食品,否,4709.3626672417395,,10800,0.0,8
S004-HYG-01,R000575,S004,生活卫生用品,否,4709.3626672417395,,14400,0.0,6
S004-MED-01,R000575,S004,医疗物资,是,4709.3626672417395,7200.0,7200,0.0,20
S004-WAT-01,R000575,S004,饮用水,是,4709.3626672417395,7200.0,7200,0.0,10
S004-WAT-02,R000575,S004,饮用水,否,4709.3626672417395,,7200,0.0,10
S004-WAT-03,R000575,S004,饮用水,否,4709.3626672417395,,7200,0.0,10
S011-FOD-01,R000086,S011,应急食品,否,3592.833471986005,,14400,0.0,6
S011-WAT-01,R000086,S011,饮用水,是,3592.833471986005,10800.0,10800,0.0,8
S002-FOD-01,R003841,S002,应急食品,否,4880.478122062383,,7200,0.0,10
S002-FOD-02,R003841,S002,应急食品,否,4880.478122062383,,7200,0.0,10
S009-MED-01,R003841,S009,医疗物资,是,4478.679797211029,10800.0,10800,0.0,16
S008-WAT-01,R000215,S008,饮用水,是,4713.966795366732,7200.0,7200,0.0,10
S008-WAT-02,R000215,S008,饮用水,否,4713.966795366732,,7200,0.0,10
S003-HYG-01,R000543,S003,生活卫生用品,否,5187.90809457008,,14400,0.0,6
S003-MED-01,R000543,S003,医疗物资,是,5187.90809457008,7200.0,7200,0.0,20
S003-WAT-01,R000543,S003,饮用水,是,5187.90809457008,7200.0,7200,0.0,10
S003-WAT-02,R000543,S003,饮用水,否,5187.90809457008,,7200,0.0,10
S003-WAT-03,R000543,S003,饮用水,否,5187.90809457008,,7200,0.0,10
S003-WAT-04,R000543,S003,饮用水,否,5187.90809457008,,7200,0.0,10
S003-FOD-01,R000025,S003,应急食品,否,4715.3212801191885,,10800,0.0,8
S003-FOD-02,R000025,S003,应急食品,否,4715.3212801191885,,10800,0.0,8
S005-FOD-01,R001706,S005,应急食品,否,5134.9446425700535,,14400,0.0,6
S008-FOD-01,R001706,S008,应急食品,否,5664.8276058746005,,10800,0.0,8
S008-HYG-01,R000217,S008,生活卫生用品,否,6621.0666780283755,,14400,0.0,6
S008-MED-01,R000217,S008,医疗物资,是,6621.0666780283755,7200.0,7200,0.0,20
S005-HYG-01,R000604,S005,生活卫生用品,否,6738.616447730415,,18000,0.0,4
S005-MED-01,R000604,S005,医疗物资,是,6738.616447730415,10800.0,10800,0.0,16
S005-WAT-01,R000604,S005,饮用水,是,6738.616447730415,10800.0,10800,0.0,8
S005-WAT-02,R000604,S005,饮用水,否,6738.616447730415,,10800,0.0,8
S005-WAT-03,R000604,S005,饮用水,否,6738.616447730415,,10800,0.0,8
S015-FOD-01,R000269,S015,应急食品,否,6697.7137561874,,14400,0.0,6
S015-MED-01,R000269,S015,医疗物资,是,6697.7137561874,7200.0,7200,0.0,18
S015-WAT-01,R000269,S015,饮用水,是,6697.7137561874,10800.0,10800,0.0,8
