货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S003-WAT-03,R000516,S003,饮用水,否,6201.330684310718,,7200,0.0,10
S003-WAT-04,R000516,S003,饮用水,否,6201.330684310718,,7200,0.0,10
S004-FOD-01,R000575,S004,应急食品,否,6914.332327328512,,10800,0.0,8
S004-HYG-01,R000575,S004,生活卫生用品,否,6914.332327328512,,14400,0.0,6
S004-MED-01,R000575,S004,医疗物资,是,6914.332327328512,7200.0,7200,0.0,20
S004-WAT-01,R000575,S004,饮用水,是,6914.332327328512,7200.0,7200,0.0,10
S004-WAT-02,R000575,S004,饮用水,否,6914.332327328512,,7200,0.0,10
S004-WAT-03,R000575,S004,饮用水,否,6914.332327328512,,7200,0.0,10
S009-FOD-01,R000223,S009,应急食品,否,6538.423503257578,,14400,0.0,6
S009-WAT-01,R000223,S009,饮用水,是,6538.423503257578,10800.0,10800,0.0,8
S002-FOD-01,R003841,S002,应急食品,否,7051.458046376942,,7200,0.0,10
S002-FOD-02,R003841,S002,应急食品,否,7051.458046376942,,7200,0.0,10
S009-MED-01,R003841,S009,医疗物资,是,6649.659721525588,10800.0,10800,0.0,16
S005-FOD-01,R000606,S005,应急食品,否,8367.371002803218,,14400,0.0,6
S005-HYG-01,R000606,S005,生活卫生用品,否,8367.371002803218,,18000,0.0,4
S005-MED-01,R000606,S005,医疗物资,是,8367.371002803218,10800.0,10800,0.0,16
S005-WAT-01,R000606,S005,饮用水,是,8367.371002803218,10800.0,10800,0.0,8
S005-WAT-02,R000606,S005,饮用水,否,8367.371002803218,,10800,0.0,8
S005-WAT-03,R000606,S005,饮用水,否,8367.371002803218,,10800,0.0,8
S011-FOD-01,R000241,S011,应急食品,否,8187.486140041203,,14400,0.0,6
S011-MED-01,R000241,S011,医疗物资,是,8187.486140041203,10800.0,10800,0.0,16
S011-WAT-01,R000241,S011,饮用水,是,8187.486140041203,10800.0,10800,0.0,8
S001-FOD-01,R000280,S001,应急食品,否,8866.791962824318,,7200,1666.791962824318,10
S001-FOD-02,R000280,S001,应急食品,否,8866.791962824318,,7200,1666.791962824318,10
S001-FOD-03,R000280,S001,应急食品,否,8866.791962824318,,7200,1666.791962824318,10
S001-HYG-01,R000280,S001,生活卫生用品,否,8866.791962824318,,10800,0.0,8
S001-HYG-02,R000280,S001,生活卫生用品,否,8866.791962824318,,10800,0.0,8
