货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S015-WAT-01,R000269,S015,饮用水,是,5384.349394032471,10800.0,10800,0.0,8
S007-FOD-01,R000199,S007,应急食品,否,6090.876696714463,,7200,0.0,10
S007-HYG-01,R000199,S007,生活卫生用品,否,6090.876696714463,,10800,0.0,8
S003-HYG-01,R000543,S003,生活卫生用品,否,6974.0988653323375,,14400,0.0,6
S003-MED-01,R000543,S003,医疗物资,是,6974.0988653323375,7200.0,7200,0.0,20
S003-WAT-01,R000543,S003,饮用水,是,6974.0988653323375,7200.0,7200,0.0,10
S003-WAT-02,R000543,S003,饮用水,否,6974.0988653323375,,7200,0.0,10
S003-WAT-03,R000543,S003,饮用水,否,6974.0988653323375,,7200,0.0,10
S003-WAT-04,R000543,S003,饮用水,否,6974.0988653323375,,7200,0.0,10
S002-FOD-01,R000136,S002,应急食品,否,7189.988834943115,,7200,0.0,10
S002-FOD-02,R000136,S002,应急食品,否,7189.988834943115,,7200,0.0,10
S001-FOD-01,R000280,S001,应急食品,否,7619.3870945727585,,7200,419.38709457275854,10
S001-FOD-02,R000280,S001,应急食品,否,7619.3870945727585,,7200,419.38709457275854,10
S001-FOD-03,R000280,S001,应急食品,否,7619.3870945727585,,7200,419.38709457275854,10
S001-HYG-01,R000280,S001,生活卫生用品,否,7619.3870945727585,,10800,0.0,8
S001-HYG-02,R000280,S001,生活卫生用品,否,7619.3870945727585,,10800,0.0,8
S011-FOD-01,R000241,S011,应急食品,否,7510.730442007296,,14400,0.0,6
S011-MED-01,R000241,S011,医疗物资,是,7510.730442007296,10800.0,10800,0.0,16
S011-WAT-01,R000241,S011,饮用水,是,7510.730442007296,10800.0,10800,0.0,8
