货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S009-WAT-01,R000223,S009,饮用水,是,4826.717498794695,10800.0,10800,0.0,8
S003-HYG-01,R000516,S003,生活卫生用品,否,5600.18281100352,,14400,0.0,6
S003-WAT-01,R000516,S003,饮用水,是,5600.18281100352,7200.0,7200,0.0,10
S003-WAT-02,R000516,S003,饮用水,否,5600.18281100352,,7200,0.0,10
S003-WAT-03,R000516,S003,饮用水,否,5600.18281100352,,7200,0.0,10
S003-WAT-04,R000516,S003,饮用水,否,5600.18281100352,,7200,0.0,10
S015-FOD-01,R000269,S015,应急食品,否,6317.850066540771,,14400,0.0,6
S015-MED-01,R000269,S015,医疗物资,是,6317.850066540771,7200.0,7200,0.0,18
S015-WAT-01,R000269,S015,饮用水,是,6317.850066540771,10800.0,10800,0.0,8
S004-FOD-01,R000575,S004,应急食品,否,6794.088028370072,,10800,0.0,8
S004-HYG-01,R000575,S004,生活卫生用品,否,6794.088028370072,,14400,0.0,6
S004-MED-01,R000575,S004,医疗物资,是,6794.088028370072,7200.0,7200,0.0,20
S004-WAT-01,R000575,S004,饮用水,是,6794.088028370072,7200.0,7200,0.0,10
S004-WAT-02,R000575,S004,饮用水,否,6794.088028370072,,7200,0.0,10
S004-WAT-03,R000575,S004,饮用水,否,6794.088028370072,,7200,0.0,10
S003-FOD-01,R000158,S003,应急食品,否,7004.82293054279,,10800,0.0,8
S003-FOD-02,R000158,S003,应急食品,否,7004.82293054279,,10800,0.0,8
S003-MED-01,R000158,S003,医疗物资,是,7004.82293054279,7200.0,7200,0.0,20
S005-FOD-01,R000606,S005,应急食品,否,7904.635395551542,,14400,0.0,6
S005-HYG-01,R000606,S005,生活卫生用品,否,7904.635395551542,,18000,0.0,4
S005-MED-01,R000606,S005,医疗物资,是,7904.635395551542,10800.0,10800,0.0,16
S005-WAT-01,R000606,S005,饮用水,是,7904.635395551542,10800.0,10800,0.0,8
S005-WAT-02,R000606,S005,饮用水,否,7904.635395551542,,10800,0.0,8
S005-WAT-03,R000606,S005,饮用水,否,7904.635395551542,,10800,0.0,8
S011-FOD-01,R000241,S011,应急食品,否,7836.858282758762,,14400,0.0,6
S011-MED-01,R000241,S011,医疗物资,是,7836.858282758762,10800.0,10800,0.0,16
S011-WAT-01,R000241,S011,饮用水,是,7836.858282758762,10800.0,10800,0.0,8
S001-FOD-01,R000278,S001,应急食品,否,8614.547663865877,,7200,1414.5476638658765,10
S001-FOD-02,R000278,S001,应急食品,否,8614.547663865877,,7200,1414.5476638658765,10
S001-FOD-03,R000278,S001,应急食品,否,8614.547663865877,,7200,1414.5476638658765,10
S001-HYG-01,R000115,S001,生活卫生用品,否,8596.043375532132,,10800,0.0,8
S001-HYG-02,R000115,S001,生活卫生用品,否,8596.043375532132,,10800,0.0,8
