货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S004-HYG-01,R000575,S004,生活卫生用品,否,5606.416272999695,,14400,0.0,6
S004-MED-01,R000575,S004,医疗物资,是,5606.416272999695,7200.0,7200,0.0,20
S004-WAT-01,R000575,S004,饮用水,是,5606.416272999695,7200.0,7200,0.0,10
S004-WAT-02,R000575,S004,饮用水,否,5606.416272999695,,7200,0.0,10
S004-WAT-03,R000575,S004,饮用水,否,5606.416272999695,,7200,0.0,10
S003-FOD-01,R000158,S003,应急食品,否,6274.960576994014,,10800,0.0,8
S003-FOD-02,R000158,S003,应急食品,否,6274.960576994014,,10800,0.0,8
S003-MED-01,R000158,S003,医疗物资,是,6274.960576994014,7200.0,7200,0.0,20
S003-HYG-01,R000516,S003,生活卫生用品,否,6688.07200571458,,14400,0.0,6
S003-WAT-01,R000516,S003,饮用水,是,6688.07200571458,7200.0,7200,0.0,10
S003-WAT-02,R000516,S003,饮用水,否,6688.07200571458,,7200,0.0,10
S003-WAT-03,R000516,S003,饮用水,否,6688.07200571458,,7200,0.0,10
S003-WAT-04,R000516,S003,饮用水,否,6688.07200571458,,7200,0.0,10
S002-FOD-01,R003841,S002,应急食品,否,6732.11028558994,,7200,0.0,10
S002-FOD-02,R003841,S002,应急食品,否,6732.11028558994,,7200,0.0,10
S009-MED-01,R003841,S009,医疗物资,是,6330.311960738587,10800.0,10800,0.0,16
S005-FOD-01,R000606,S005,应急食品,否,7904.635395551542,,14400,0.0,6
S005-HYG-01,R000606,S005,生活卫生用品,否,7904.635395551542,,18000,0.0,4
S005-MED-01,R000606,S005,医疗物资,是,7904.635395551542,10800.0,10800,0.0,16
S005-WAT-01,R000606,S005,饮用水,是,7904.635395551542,10800.0,10800,0.0,8
S005-WAT-02,R000606,S005,饮用水,否,7904.635395551542,,10800,0.0,8
S005-WAT-03,R000606,S005,饮用水,否,7904.635395551542,,10800,0.0,8
S011-FOD-01,R000241,S011,应急食品,否,7914.862453272157,,14400,0.0,6
S011-MED-01,R000241,S011,医疗物资,是,7914.862453272157,10800.0,10800,0.0,16
S011-WAT-01,R000241,S011,饮用水,是,7914.862453272157,10800.0,10800,0.0,8
S001-FOD-01,R000280,S001,应急食品,否,8646.765103206559,,7200,1446.7651032065587,10
S001-FOD-02,R000280,S001,应急食品,否,8646.765103206559,,7200,1446.7651032065587,10
S001-FOD-03,R000280,S001,应急食品,否,8646.765103206559,,7200,1446.7651032065587,10
S001-HYG-01,R000280,S001,生活卫生用品,否,8646.765103206559,,10800,0.0,8
S001-HYG-02,R000280,S001,生活卫生用品,否,8646.765103206559,,10800,0.0,8
S006-FOD-01,R000187,S006,应急食品,否,8212.961146277965,,7200,1012.9611462779649,10
S006-HYG-01,R000187,S006,生活卫生用品,否,8212.961146277965,,10800,0.0,8
