货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S001-MED-02,R000438,S001,医疗物资,否,2810.465302207721,3600.0,3600,0.0,24
S001-WAT-01,R000438,S001,饮用水,是,2810.465302207721,3600.0,3600,0.0,12
S001-WAT-02,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S001-WAT-03,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S001-WAT-04,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S001-WAT-05,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S007-FOD-01,R000660,S007,应急食品,否,3394.1565497489564,,7200,0.0,10
S007-HYG-01,R000660,S007,生活卫生用品,否,3394.1565497489564,,10800,0.0,8
S007-MED-01,R000660,S007,医疗物资,是,3394.1565497489564,3600.0,3600,0.0,24
S007-WAT-01,R000660,S007,饮用水,是,3394.1565497489564,3600.0,3600,0.0,12
S007-WAT-02,R000660,S007,饮用水,否,3394.1565497489564,,3600,0.0,12
S003-HYG-01,R000516,S003,生活卫生用品,否,4703.129205245565,,14400,0.0,6
S003-WAT-01,R000516,S003,饮用水,是,4703.129205245565,7200.0,7200,0.0,10
S003-WAT-02,R000516,S003,饮用水,否,4703.129205245565,,7200,0.0,10
S003-WAT-03,R000516,S003,饮用水,否,4703.129205245565,,7200,0.0,10
S003-WAT-04,R000516,S003,饮用水,否,4703.129205245565,,7200,0.0,10
S008-HYG-01,R000217,S008,生活卫生用品,否,4614.30652736193,,14400,0.0,6
S008-MED-01,R000217,S008,医疗物资,是,4614.30652736193,7200.0,7200,0.0,20
S003-FOD-01,R000158,S003,应急食品,否,4828.82653011218,,10800,0.0,8
S003-FOD-02,R000158,S003,应急食品,否,4828.82653011218,,10800,0.0,8
S003-MED-01,R000158,S003,医疗物资,是,4828.82653011218,7200.0,7200,0.0,20
S004-FOD-01,R000575,S004,应急食品,否,6057.571690904671,,10800,0.0,8
S004-HYG-01,R000575,S004,生活卫生用品,否,6057.571690904671,,14400,0.0,6
S004-MED-01,R000575,S004,医疗物资,是,6057.571690904671,7200.0,7200,0.0,20
S004-WAT-01,R000575,S004,饮用水,是,6057.571690904671,7200.0,7200,0.0,10
S004-WAT-02,R000575,S004,饮用水,否,6057.571690904671,,7200,0.0,10
S004-WAT-03,R000575,S004,饮用水,否,6057.571690904671,,7200,0.0,10
S015-FOD-01,R000269,S015,应急食品,否,6506.305818042204,,14400,0.0,6
S015-MED-01,R000269,S015,医疗物资,是,6506.305818042204,7200.0,7200,0.0,18
S015-WAT-01,R000269,S015,饮用水,是,6506.305818042204,10800.0,10800,0.0,8
S008-WAT-01,R000215,S008,饮用水,是,6795.292814185937,7200.0,7200,0.0,10
S008-WAT-02,R000215,S008,饮用水,否,6795.292814185937,,7200,0.0,10
S001-FOD-01,R007361,S001,应急食品,否,6701.243108283408,,7200,0.0,10
S001-FOD-02,R007361,S001,应急食品,否,6701.243108283408,,7200,0.0,10
S001-FOD-03,R007361,S001,应急食品,否,6701.243108283408,,7200,0.0,10
S001-HYG-01,R007361,S001,生活卫生用品,否,6701.243108283408,,10800,0.0,8
S001-HYG-02,R007361,S001,生活卫生用品,否,6701.243108283408,,10800,0.0,8
S002-FOD-01,R007361,S002,应急食品,否,7376.214304633009,,7200,176.2143046330093,10
S002-FOD-02,R007361,S002,应急食品,否,7376.214304633009,,7200,176.2143046330093,10
S002-HYG-01,R007361,S002,生活卫生用品,否,7376.214304633009,,10800,0.0,8
S005-FOD-01,R000590,S005,应急食品,否,8086.825471393347,,14400,0.0,6
S005-HYG-01,R000590,S005,生活卫生用品,否,8086.825471393347,,18000,0.0,4
S005-WAT-01,R000590,S005,饮用水,是,8086.825471393347,10800.0,10800,0.0,8
S005-WAT-02,R000590,S005,饮用水,否,8086.825471393347,,10800,0.0,8
S005-WAT-03,R000590,S005,饮用水,否,8086.825471393347,,10800,0.0,8
S009-FOD-01,R000227,S009,应急食品,否,8210.508583871027,,14400,0.0,6
S009-MED-01,R000227,S009,医疗物资,是,8210.508583871027,10800.0,10800,0.0,16
S009-WAT-01,R000227,S009,饮用水,是,8210.508583871027,10800.0,10800,0.0,8
S011-FOD-01,R000241,S011,应急食品,否,8375.828289051964,,14400,0.0,6
S011-MED-01,R000241,S011,医疗物资,是,8375.828289051964,10800.0,10800,0.0,16
S011-WAT-01,R000241,S011,饮用水,是,8375.828289051964,10800.0,10800,0.0,8
