货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S004-WAT-01,R000575,S004,饮用水,是,5055.63738367518,7200.0,7200,0.0,10
S004-WAT-02,R000575,S004,饮用水,否,5055.63738367518,,7200,0.0,10
S004-WAT-03,R000575,S004,饮用水,否,5055.63738367518,,7200,0.0,10
S003-HYG-01,R000543,S003,生活卫生用品,否,5319.90809457008,,14400,0.0,6
S003-MED-01,R000543,S003,医疗物资,是,5319.90809457008,7200.0,7200,0.0,20
S003-WAT-01,R000543,S003,饮用水,是,5319.90809457008,7200.0,7200,0.0,10
S003-WAT-02,R000543,S003,饮用水,否,5319.90809457008,,7200,0.0,10
S003-WAT-03,R000543,S003,饮用水,否,5319.90809457008,,7200,0.0,10
S003-WAT-04,R000543,S003,饮用水,否,5319.90809457008,,7200,0.0,10
S015-FOD-01,R000269,S015,应急食品,否,5005.456955696765,,14400,0.0,6
S015-MED-01,R000269,S015,医疗物资,是,5005.456955696765,7200.0,7200,0.0,18
S015-WAT-01,R000269,S015,饮用水,是,5005.456955696765,10800.0,10800,0.0,8
S002-FOD-01,R003841,S002,应急食品,否,5514.839077478743,,7200,0.0,10
S002-FOD-02,R003841,S002,应急食品,否,5514.839077478743,,7200,0.0,10
S009-MED-01,R003841,S009,医疗物资,是,5113.04075262739,10800.0,10800,0.0,16
S008-WAT-01,R000215,S008,饮用水,是,6851.029579710372,7200.0,7200,0.0,10
S008-WAT-02,R000215,S008,饮用水,否,6851.029579710372,,7200,0.0,10
S005-HYG-01,R000604,S005,生活卫生用品,否,7084.891164163854,,18000,0.0,4
S005-MED-01,R000604,S005,医疗物资,是,7084.891164163854,10800.0,10800,0.0,16
S005-WAT-01,R000604,S005,饮用水,是,7084.891164163854,10800.0,10800,0.0,8
S005-WAT-02,R000604,S005,饮用水,否,7084.891164163854,,10800,0.0,8
S005-WAT-03,R000604,S005,饮用水,否,7084.891164163854,,10800,0.0,8
S001-WAT-06,R071593,S001,饮用水,否,4652.1046242461625,,3600,1052.1046242461625,12
S001-HYG-01,R000115,S001,生活卫生用品,否,6971.929464500714,,10800,0.0,8
S001-HYG-02,R000115,S001,生活卫生用品,否,6971.929464500714,,10800,0.0,8
S001-FOD-01,R000278,S001,应急食品,否,7168.434263663446,,7200,0.0,10
S001-FOD-02,R000278,S001,应急食品,否,7168.434263663446,,7200,0.0,10
S001-FOD-03,R000278,S001,应急食品,否,7168.434263663446,,7200,0.0,10
