货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S005-WAT-02,R000604,S005,饮用水,否,4779.09548487631,,10800,0.0,8
S005-WAT-03,R000604,S005,饮用水,否,4779.09548487631,,10800,0.0,8
S003-HYG-01,R000543,S003,生活卫生用品,否,5319.362784984873,,14400,0.0,6
S003-MED-01,R000543,S003,医疗物资,是,5319.362784984873,7200.0,7200,0.0,20
S003-WAT-01,R000543,S003,饮用水,是,5319.362784984873,7200.0,7200,0.0,10
S003-WAT-02,R000543,S003,饮用水,否,5319.362784984873,,7200,0.0,10
S003-WAT-03,R000543,S003,饮用水,否,5319.362784984873,,7200,0.0,10
S003-WAT-04,R000543,S003,饮用水,否,5319.362784984873,,7200,0.0,10
S015-FOD-01,R000269,S015,应急食品,否,5012.986764998109,,14400,0.0,6
S015-MED-01,R000269,S015,医疗物资,是,5012.986764998109,7200.0,7200,0.0,18
S015-WAT-01,R000269,S015,饮用水,是,5012.986764998109,10800.0,10800,0.0,8
S002-FOD-01,R003841,S002,应急食品,否,6711.842787111233,,7200,0.0,10
S002-FOD-02,R003841,S002,应急食品,否,6711.842787111233,,7200,0.0,10
S009-MED-01,R003841,S009,医疗物资,是,6310.044462259879,10800.0,10800,0.0,16
S004-FOD-01,R000575,S004,应急食品,否,6871.019265364986,,10800,0.0,8
S004-HYG-01,R000575,S004,生活卫生用品,否,6871.019265364986,,14400,0.0,6
S004-MED-01,R000575,S004,医疗物资,是,6871.019265364986,7200.0,7200,0.0,20
S004-WAT-01,R000575,S004,饮用水,是,6871.019265364986,7200.0,7200,0.0,10
S004-WAT-02,R000575,S004,饮用水,否,6871.019265364986,,7200,0.0,10
S004-WAT-03,R000575,S004,饮用水,否,6871.019265364986,,7200,0.0,10
S008-WAT-01,R000215,S008,饮用水,是,6858.559389011715,7200.0,7200,0.0,10
S008-WAT-02,R000215,S008,饮用水,否,6858.559389011715,,7200,0.0,10
S001-WAT-06,R071593,S001,饮用水,否,4470.306202456435,,3600,870.3062024564351,12
S001-FOD-01,R000280,S001,应急食品,否,7299.888954078238,,7200,99.88895407823838,10
S001-FOD-02,R000280,S001,应急食品,否,7299.888954078238,,7200,99.88895407823838,10
S001-FOD-03,R000280,S001,应急食品,否,7299.888954078238,,7200,99.88895407823838,10
S001-HYG-01,R000280,S001,生活卫生用品,否,7299.888954078238,,10800,0.0,8
S001-HYG-02,R000280,S001,生活卫生用品,否,7299.888954078238,,10800,0.0,8
